SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,MidPeriod,AgeGrp,PopMale,PopFemale,PopTotal
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1980,1980,85-89,238.619,643.555,882.174
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1980,1980,90-94,32.028,112.732,144.76
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1980,1980,95+,1.448,8.571,10.019
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,25-29,46250.057,44789.965,91040.022
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,30-34,34762.883,32862.476,67625.359
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,35-39,26344.228,24033.807,50378.035
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,40-44,24895.614,22155.692,47051.306
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,45-49,23079.13,21316.076,44395.206
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,50-54,19235.444,18258.969,37494.413
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,55-59,15800.432,15849.046,31649.478
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,60-64,12044.246,12986.295,25030.541
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,65-69,8857.41,10199.921,19057.331
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,70-74,5479.749,7404.443,12884.192
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,75-79,2880.852,4766.259,7647.111
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,80-84,1050.169,2138.874,3189.043
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,85-89,258.152,699.918,958.07
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,90-94,33.491,121.552,155.043
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1981,1981,95+,1.563,9.402,10.965
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,25-29,47292.159,45721.265,93013.424
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,30-34,36794.925,35157.462,71952.387
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,35-39,27122.34,24903.28,52025.62
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,40-44,25009.022,22279.563,47288.585
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,45-49,23672.905,21807.935,45480.84
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,50-54,19768.583,18681.859,38450.442
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,55-59,16132.388,16082.365,32214.753
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,60-64,12396.034,13260.02,25656.054
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,65-69,9172.337,10575.294,19747.631
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,70-74,5646.682,7486.328,13133.01
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,75-79,3008.87,4937.038,7945.908
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,80-84,1131.503,2296.695,3428.198
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,85-89,277.679,751.546,1029.225
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,90-94,35.41,132.192,167.602
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1982,1982,95+,1.729,10.521,12.25
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,25-29,47935.352,46231.369,94166.721
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,30-34,39736.421,38407.38,78143.801
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,35-39,28350.337,26094.909,54445.246
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,40-44,25034.329,22446.957,47481.286
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,45-49,24057.21,22006.641,46063.851
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,50-54,20318.653,19149.803,39468.456
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,55-59,16625.944,16459.641,33085.585
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,60-64,12748.964,13546.844,26295.808
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,65-69,9452.014,10903.805,20355.819
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,70-74,5859.935,7638.007,13497.942
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,75-79,3123.841,5061.116,8184.957
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,80-84,1216.146,2458.434,3674.58
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,85-89,300.339,804.744,1105.083
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,90-94,38.585,147.597,186.182
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1983,1983,95+,1.942,12.036,13.978
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,25-29,47712.999,45913.149,93626.148
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,30-34,41795.79,40627.396,82423.186
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,35-39,30043.819,27889.628,57933.447
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,40-44,25020.635,22615.365,47636
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,45-49,24160.297,21947.396,46107.693
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,50-54,20980.288,19675.763,40656.051
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,55-59,17182.033,16904.598,34086.631
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,60-64,13220.651,13963.766,27184.417
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,65-69,9590.981,11068.903,20659.884
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,70-74,6151.071,7877.339,14028.41
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,75-79,3251.866,5200.707,8452.573
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,80-84,1312.198,2641.917,3954.115
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,85-89,322.915,858.994,1181.909
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,90-94,42.354,166.118,208.472
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1984,1984,95+,2.165,13.86,16.025
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,25-29,45331.424,43545.93,88877.354
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,30-34,44114.012,42971.273,87085.285
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,35-39,31780.954,29820.605,61601.559
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,40-44,25457.45,23144.61,48602.06
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,45-49,24056.88,21737.832,45794.712
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,50-54,21633.142,20247.755,41880.897
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,55-59,17515.233,17129.146,34644.379
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,60-64,13796.192,14476.464,28272.656
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,65-69,9762.503,11250.41,21012.913
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,70-74,6460.574,8156.915,14617.489
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,75-79,3416.012,5369.493,8785.505
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,80-84,1402.916,2813.463,4216.379
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,85-89,343.799,913.053,1256.852
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,90-94,46.153,184.807,230.96
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1985,1985,95+,2.345,15.645,17.99
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,25-29,42666.639,40944.334,83610.973
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,30-34,45655.224,44409.525,90064.749
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,35-39,34261.371,32522.275,66783.646
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,40-44,25827.692,23692.976,49520.668
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,45-49,24174.862,21716.829,45891.691
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,50-54,22096.783,20712.672,42809.455
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,55-59,18034.842,17526.034,35560.876
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,60-64,14253.81,14855.528,29109.338
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,65-69,10092.271,11566.154,21658.425
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,70-74,6736.323,8453.231,15189.554
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,75-79,3563.234,5483,9046.234
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,80-84,1487.06,2963.894,4450.954
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,85-89,372.655,988.843,1361.498
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,90-94,50.724,205.533,256.257
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1986,1986,95+,2.429,17.292,19.721
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,25-29,40139.283,38509.549,78648.832
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,30-34,46693.344,45339.302,92032.646
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,35-39,36274.436,34809.084,71083.52
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,40-44,26607.104,24563.309,51170.413
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,45-49,24305.382,21855.735,46161.117
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,50-54,22685.804,21208.78,43894.584
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,55-59,18558.113,17952.324,36510.437
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,60-64,14589.837,15103.429,29693.266
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,65-69,10437.221,11855.314,22292.535
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,70-74,7009.323,8802.782,15812.105
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,75-79,3700.946,5568.991,9269.937
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,80-84,1566.112,3086.049,4652.161
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,85-89,407.596,1078.182,1485.778
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,90-94,55.461,225.216,280.677
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1987,1987,95+,2.561,19.394,21.955
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,25-29,41128.007,39463.24,80591.247
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,30-34,47333.332,45846.613,93179.945
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,35-39,39181.794,38039.955,77221.749
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,40-44,27823.383,25748.706,53572.089
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,45-49,24347.726,22035.337,46383.063
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,50-54,23073.705,21420.152,44493.857
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,55-59,19098.213,18423.509,37521.722
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,60-64,15070.596,15487.273,30557.869
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,65-69,10782.724,12156.692,22939.416
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,70-74,7256.363,9116.96,16373.323
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,75-79,3870.041,5711.739,9581.78
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,80-84,1639.731,3179.868,4819.599
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,85-89,443.508,1169.463,1612.971
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,90-94,61.188,247.168,308.356
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1988,1988,95+,2.764,22.509,25.273
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,25-29,46257.722,44406.445,90664.167
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,30-34,47109.811,45523.334,92633.145
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,35-39,41215.252,40245.187,81460.439
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,40-44,29490.404,27525.716,57016.12
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,45-49,24349.867,22212.818,46562.685
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,50-54,23193.42,21380.09,44573.51
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,55-59,19746.096,18951.206,38697.302
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,60-64,15609.527,15935.759,31545.286
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,65-69,11230.171,12574.216,23804.387
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,70-74,7402.001,9299.347,16701.348
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,75-79,4098.01,5930.178,10028.188
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,80-84,1725.714,3289.004,5014.718
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,85-89,483.875,1270.542,1754.417
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,90-94,67.024,270.262,337.286
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1989,1989,95+,2.997,26.265,29.262
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,25-29,51650.148,49596.3,101246.448
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,30-34,44726.181,43141.041,87867.222
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,35-39,43487.022,42554.214,86041.236
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,40-44,31189.247,29429.96,60619.207
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,45-49,24782.388,22737.34,47519.728
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,50-54,23107.684,21188.213,44295.897
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,55-59,20380.596,19519.433,39900.029
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,60-64,15943.847,16174.239,32118.086
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,65-69,11769.826,13079.702,24849.528
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,70-74,7579.95,9499.975,17079.925
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,75-79,4340.148,6182.874,10523.022
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,80-84,1832.762,3416.358,5249.12
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,85-89,520.666,1361.647,1882.313
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,90-94,72.082,292.805,364.887
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1990,1990,95+,3.072,29.86,32.932
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,25-29,57318.509,55033.516,112352.025
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,30-34,42082.041,40544.313,82626.354
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,35-39,45005.041,43974.209,88979.25
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,40-44,33631.037,32108.249,65739.286
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,45-49,25156.753,23284.56,48441.313
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,50-54,23240.675,21182.502,44423.177
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,55-59,20840.338,19984.35,40824.688
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,60-64,16448.923,16571.446,33020.369
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,65-69,12208.926,13458.018,25666.944
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,70-74,7884.826,9809.032,17693.858
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,75-79,4554.669,6437.255,10991.924
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,80-84,1930.421,3499.675,5430.096
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,85-89,556.305,1438.247,1994.552
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,90-94,79.674,322.205,401.879
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1991,1991,95+,3.543,34.032,37.575
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,25-29,63000.06,60473.229,123473.289
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,30-34,39541.526,38078.569,77620.095
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,35-39,46005.148,44864.895,90870.043
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,40-44,35598.846,34359.49,69958.336
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,45-49,25922.1,24136.749,50058.849
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,50-54,23382.217,21322.822,44705.039
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,55-59,21415.3,20468.594,41883.894
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,60-64,16949.063,16979.233,33928.296
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,65-69,12539.354,13697.824,26237.178
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,70-74,8205.54,10079.219,18284.759
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,75-79,4768.921,6713.462,11482.383
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,80-84,2025.042,3549.096,5574.138
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,85-89,592.22,1489.868,2082.088
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,90-94,88.542,351.572,440.114
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1992,1992,95+,3.822,37.188,41.01
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,25-29,63630.333,61057.095,124687.428
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,30-34,40480.101,38977.978,79458.079
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,35-39,46614.647,45337.464,91952.111
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,40-44,38450.231,37547.087,75997.318
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,45-49,27113.177,25299.276,52412.453
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,50-54,23440.82,21504.339,44945.159
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,55-59,21805.753,20682.285,42488.038
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,60-64,17474.954,17439.003,34913.957
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,65-69,13001.839,14070.048,27071.887
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,70-74,8535.314,10369.646,18904.96
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,75-79,4975.283,6975.765,11951.048
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,80-84,2143.676,3648.722,5792.398
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,85-89,629.656,1533.59,2163.246
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,90-94,98.236,383.004,481.24
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1993,1993,95+,4.265,41.392,45.657
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,25-29,63304.237,60712.784,124017.021
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,30-34,45533.174,43857.599,89390.773
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,35-39,46380.549,44996.467,91377.016
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,40-44,40449.714,39727.719,80177.433
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,45-49,28746.078,27049.691,55795.769
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,50-54,23463.612,21687.851,45151.463
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,55-59,21947.786,20659.37,42607.156
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,60-64,18107.958,17962.705,36070.663
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,65-69,13517.725,14511.099,28028.824
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,70-74,8948.477,10768.654,19717.131
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,75-79,5119.084,7153.538,12272.622
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,80-84,2302.496,3817.705,6120.201
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,85-89,675.536,1594.851,2270.387
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,90-94,109.431,419.541,528.972
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1994,1994,95+,4.979,46.494,51.473
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,25-29,64082.969,61422.311,125505.28
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,30-34,50894.311,49029.694,99924.005
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,35-39,44044.293,42643.843,86688.136
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,40-44,42706.971,42028.173,84735.144
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,45-49,30426.612,28941.798,59368.41
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,50-54,23911.222,22217.298,46128.52
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,55-59,21900.309,20492.645,42392.954
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,60-64,18730,18522.991,37252.991
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,65-69,13859.816,14758.844,28618.66
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,70-74,9445.977,11244.57,20690.547
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,75-79,5296.437,7348.761,12645.198
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,80-84,2474.318,4009.886,6484.204
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,85-89,732.666,1662.751,2395.417
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,90-94,120.085,449.689,569.774
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1995,1995,95+,5.769,51.453,57.222
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,25-29,65129.385,62366.369,127495.754
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,30-34,56491.039,54410.63,110901.669
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,35-39,41419.803,40051.184,81470.987
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,40-44,44202.296,43429.235,87631.531
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,45-49,32826.402,31594.651,64421.053
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,50-54,24297.154,22765.822,47062.976
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,55-59,22059.435,20508.079,42567.514
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,60-64,19193.21,18991.153,38184.363
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,65-69,14352.932,15159.527,29512.459
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,70-74,9867.113,11622.763,21489.876
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,75-79,5571.379,7645.72,13217.099
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,80-84,2629.639,4212.631,6842.27
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,85-89,787.576,1717.318,2504.894
99,156,5,CHN,CN,156,4,Country/Area,906,China,2,Medium,1996,1996,90-94,131.233,478.98,610.213
